Data S1. List of Border Protected Areas,,
WDPAID,NAME,ISO3
37009,Cross River North,NGA
37010,Cross River South,NGA
37036,Ohumbe,NGA
37038,Odugebe,NGA
37039,Aworo,NGA
37052,Korneti-Peļļi,LVA
37057,Silene,LVA
37115,Bosque Mbaracayú,PRY
37129,Assoukoko,TGO
39511,Khao Nam Khang,THA
39518,Pha Tam,THA
39522,Chalerm Phrakiat Somdej Phrathep Ratchasuda,THA
39637,Ladan Hills (Bentuan Catchment Protection),BRN
39638,Ladan Hills (Bukit Bedwan Protection),BRN
39639,Labi Hills (Bukit Batu Patam Protection),BRN
39640,Labi Hills (Bukit Ulu Tutong Protection),BRN
39641,Labi Hills (Bukit Teraja Protection),BRN
39744,Songimvelo Game Reserve,ZAF
39758,Tembe Elephant Park,ZAF
39805,Forêt D'Offendorf,FRA
39806,Forêt D'Erstein,FRA
39811,Vireux-Molhain,FRA
39832,Madikwe Nature Reserve,ZAF
40042,Semuliki,UGA
40371,Echuya,UGA
40463,Agoro - Agu,UGA
40588,Moroto,UGA
40602,Nyangea - Napore,UGA
40604,Zulia,UGA
40612,Ezuku,UGA
40623,Logiri,UGA
40630,Mount Kei,UGA
40631,Nyio - Bamboo,UGA
40633,Okavu - Reru,UGA
40645,Lendu,UGA
40646,Awang,UGA
40811,Bia Tawya,GHA
40816,Manzan,GHA
40821,Sukusuki,GHA
40835,Boin River,GHA
40836,Disue,GHA
40840,Dadieso,GHA
40841,Jema Asemkrom,GHA
41013,Patuca,HND
41045,Tawahka Asagni,HND
41053,Kanashen Amerindian Protected Area,GUY
61497,Nam Xam,LAO
61554,Medanos del Chaco,PRY
61556,Rio Negro,PRY
61569,Shandur-Hundrup,PAK
61595,Pu Mat,VNM
61608,Rwenzori Mountains National Park,UGA
61609,Bwindi Impenetrable National Park,UGA
61610,Los Katíos National Park,COL
61612,Canaima National Park,VEN
61707,Gisagara,BDI
61739,Potamos Liopetriou,CYP
61767,Purus,PER
61822,Los Alerces,ARG
61823,Los Glaciares,ARG
61824,Nahuel Huapi,ARG
61936,Phong Quang,VNM
61956,Temash-Sarstoon,BLZ
61957,Aguas Turbias,BLZ
62095,Chiawa,ZMB
62102,Arvasslia,NOR
62245,Klešniku purvs,LVA
62251,Dunika,LVA
62252,Gulbju un Platpirovas purvs,LVA
62256,Pape,LVA
62261,Veclaicene,LVA
62262,Augšzeme,LVA
62266,Augšdaugava,LVA
62285,Nemuno deltos regioninis parkas,LTU
62292,Rambyno regioninis parkas,LTU
62302,Vištyčio regioninis parkas,LTU
62305,Žagarės regioninis parkas,LTU
62306,Dieveniškių istorinis regioninis parkas,LTU
62310,Baravykinės kraštovaizdžio draustinis,LTU
62322,Suvainiškio telmologinis draustinis,LTU
62336,Margininkų botaninis-zoologinis draustinis,LTU
62340,Sudėnų botaninis - zoologinis draustinis,LTU
62474,Merkio ichtiologinis draustinis,LTU
62569,West-Altay State Nature Reserve,KAZ
62581,Sungai Serudong,MYS
62592,Verkhnekoksu State Nature Sanctuary (zoological),KAZ
62606,Kirsanov State Nature Sanctuary (complex),KAZ
62614,Mikhailov State Nature Sanctuary (zoological),KAZ
62620,Sogrov State Nature Sanctuary (zoological),KAZ
62622,Tokty State Nature Sanctuary (zoological),KAZ
62667,Rhône-Verbois (GE),CHE
62669,Kane,IND
62714,Ile De Rhinau,FRA
62752,Les Breux,FRA
62768,Schnepfenbach,FRA
62779,Rossmoerder,FRA
62833,Burat,FRA
62856,Glubokoe-Cherbomyslo,BLR
62859,Richi,BLR
62872,Ciśniańsko-Wetliński Park Krajobrazowy,POL
62874,Park Krajobrazowy Doliny Sanu,POL
62877,Park Krajobrazowy Góry Opawskie,POL
62878,Park Krajobrazowy Gór Słonnych,POL
62880,Jaśliski Park Krajobrazowy,POL
62888,Park Krajobrazowy Pogórza Przemyskiego,POL
62889,Południoworoztoczański Park Krajobrazowy,POL
63592,Bielovodska dolina,SVK
63597,Koprova dolina,SVK
63598,Mengusovska dolina,SVK
63601,Ticha dolina,SVK
63623,Parcul Natural Porțile de Fier,ROU
63662,Logarska dolina,SVN
63666,Lonjsko polje,HRV
64414,Jigme Khesar Strict Nature Reserve,BTN
64415,Sakteng Wildlife Sanctuary,BTN
64417,Phibsoo Wildlife Sanctuary,BTN
64472,Pasvik,NOR
64497,Tsarmitunturin erämaa,FIN
64501,Puljun erämaa,FIN
64502,Tarvantovaaran erämaa,FIN
64503,Pöyrisjärven erämaa,FIN
64504,Vätsärin erämaa,FIN
64508,Käsivarren erämaa,FIN
64509,Kaldoaivin erämaa,FIN
64516,Jietanasvuoman soidensuojelualue,FIN
64542,Lätäsenon-Hietajoen soidensuojelualue,FIN
64555,Ruhegebiet Zillertaler und Tuxer Hauptkamm,AUT
64661,Allgäuer Hochalpen,DEU
64667,Bruchbach-Otterbachniederung,DEU
64683,Geigelstein,DEU
64697,NSG Salmorth,DEU
64768,Randu pļavas,LVA
64797,Aizdumbles purvs,LVA
64809,Lepuru purvs,LVA
64812,Tetersalas purvs,LVA
64832,Baltmuižas purvs,LVA
64853,Īslīce,LVA
64864,Skaistkalnes karsta kritenes,LVA
65018,Police Outpost Provincial Park,CAN
65159,Cultus Lake Park,CAN
65177,E.C. Manning Park,CAN
65250,King George Vi Park,CAN
65557,Spednic Lake,CAN
66185,Lac La Croix Wilderness Area,CAN
66395,Quetico Provincial Park (Wilderness Class),CAN
66460,St. Joseph’s Island Bird Sanctuary,CAN
67406,Tatshenshini-Alsek Park,CAN
67490,Outpost Wetlands Natural Area,CAN
67611,Piedra La Tortuga,VEN
67621,Sečoveljske soline,SVN
67623,El Ángel,ECU
67669,Chan-Kin,MEX
67672,Yaxchilán,MEX
67729,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,THA
67759,Parque Nacional Rio Pilcomayo,ARG
67760,Lake Sevan,ARM
67801,"Neusiedlersee, Seewinkel & Hanság",AUT
67802,Donau-March-Thaya-Auen,AUT
67804,Stauseen am Unteren Inn,AUT
67805,Rheindelta,AUT
67810,Schorren van de Beneden Schelde,BEL
67811,Zwin,BEL
67813,Kalmthoutse Heide,BEL
67814,Marais d'Harchies,BEL
67818,Srebarna,BGR
67824,Parc National du W,BFA
67843,Lac Saint-François,CAN
67867,Nature Park Kopacki rit (Kopacki rit),HRV
67868,Lonjsko Polje Nature Park,HRV
67869,Neretva River Delta,HRV
67929,Rives du Lac Léman,FRA
67943,"Bodensee: Wollmatinger Ried, Giehrenmoos & Mindelsee",DEU
67950,"Unterer Inn, Haiming-Neuhaus",DEU
67955,"Unteres Odertal, Schwedt",DEU
67961,Unterer Niederrhein,DEU
67976,Artificial lake Kerkini,GRC
67990,Szaporca,HUN
68000,Lake Fertö,HUN
68093,Ruggeller Riet,LIE
68106,Engbertsdijksvenen,NLD
68110,Bargerveen,NLD
68136,Tonda Wildlife Management Area,PNG
68144,Lake of Seven Islands Nature Reserve (Rezerwat pyzyrody “Jezioro Siedmiu Wysp”),POL
68150,Lake Khanka,RUS
68151,Djoudj,SEN
68159,Moravské luhy,SVK
68160,Dunajské luhy,SVK
68161,Latorica,SVK
68162,Secoveljske soline (Secovlje salt pans),SVN
68172,Orange River Mouth Wetland,ZAF
68173,Kosi Bay,ZAF
68235,Les Grangettes,CHE
68237,Le Rhône genevois-Vallons de l'Allondon et de La Laire,CHE
68238,Klingnauer Stausee,CHE
68318,Bañados del Este,URY
68323,Bangweulu Swamps,ZMB
68390,Hof Ha-Almuggim Be-Elat,ISR
68392,Ashosh,ISR
68788,Kyabobo National Park,GHA
68862,Virajay,KHM
68865,Phnom Somkos,KHM
68868,Phnom Namlier,KHM
68870,Banteay Chhmar,KHM
68872,Samlout,KHM
68914,Central Karakoram,PAK
71215,Baixa Limia-Serra do Xurés,ESP
71252,Nam Ha,LAO
71261,Xe Xap,LAO
72324,Minkebe,GAB
72332,Nouabalé-Ndoki,COG
72378,Raymond Mayné,BEL
77895,Thunder Bay National Marine Sanctuary and Underwater Preserve,USA
81004,Alto Andina de la Chinchilla,ARG
81074,Ermatinger Becken (TG),CHE
81075,"Stein am Rhein (SH,TG)",CHE
81076,Klingnauerstausee (AG),CHE
81078,Col de Bretolet (VS),CHE
81108,Veliki Pažut,HRV
81171,Erdut,HRV
81251,Aggenstein,DEU
81278,Altrhein Wyhlen,DEU
81484,Buchswald bei Grenzach,DEU
81494,NSG Burlo-Vardingholter-Venn / Entenschlatt,DEU
81566,Durchbruchstal der Tiroler Achen,DEU
81729,Gildehauser Venn,DEU
81801,Haidfilz,DEU
81829,Hardtseen,DEU
81837,Häuselloh,DEU
81900,Hochmoor Ringe,DEU
81901,Hochwald,DEU
81941,Hornspitze auf der Höri,DEU
82037,Kapellenhalde - Wüster See,DEU
82079,Lauterniederung,DEU
82096,Limberg,DEU
82211,Naturwaldreservat Hengstberg,DEU
82229,"Neuburger Altrhein, südlicher Teil",DEU
82251,NSG Niersaltarme und Muehlenteiche,DEU
82312,NSG Perlenbach-Fuhrtsbachtal-Talsystem,DEU
82346,Pulsatilla-Standort Dangstetten,DEU
82374,Rechberg bei Olk,DEU
82387,Reiherkolonie Lage,DEU
82403,Rheinhalde Burkheim,DEU
82404,Rheinwald Neuenburg,DEU
82407,Rickelsbüller Koog,DEU
82410,Riedboden,DEU
82437,Rohrweiher-Rösselsweiher,DEU
82489,Sandkopf,DEU
82623,Stehlwiesen,DEU
82707,NSG Teverener Heide,DEU
82733,Totengrien,DEU
82751,NSG Untere Nuthseen,DEU
82753,Unterer Inn,DEU
82763,Urwald am Dreisessel,DEU
82929,NSG Witte Venn,DEU
82956,Zeppelinhalde,DEU
82966,Zwicklfilz,DEU
82989,Héronnière De Beinheim (Ile Aux Hérons),FRA
83032,Cornettes De Bise,FRA
86555,Lange Vaag,BEL
86579,'Abîme (Fange de l'')',BEL
86584,'Harchies-Hensies-Pommereuil (Marais d'')     PS + LIFE',BEL
86597,'Olef (Vallée de l'')',BEL
86598,Vallée de la Nothomb,BEL
86613,Goorken-Rode Del,BEL
86623,Stropersbos,BEL
86722,Cussignière (marais de la),BEL
86746,Holzwarche,BEL
86779,Ouren,BEL
86822,Kelsbaach,LUX
86828,Pellembierg,LUX
87079,Drumlisaleen,GBR
87088,Moneygal Bog,GBR
92378,Frøslev Mose,DNK
92468,Tunneldalen mellem Kruså og Pa,DNK
92771,La Llosa,ESP
93292,Caves of Aggtelek Karst and Slovak Karst,SVK;HUN
93295,Waterton Glacier International Peace Park,CAN;USA
93500,Dornod Mongol,MNG
93518,Numrug,MNG
93533,Khan Khentii,MNG
93538,Mongol daguur /A/,MNG
93566,Uvs nuur,MNG
93579,Khuvsgul nuur,MNG
93904,Gozhevskiy,BLR
93907,Porechskiy,BLR
93908,Radostovskiy,BLR
93910,Sopotskinskiy,BLR
93912,Checherskiy,BLR
93932,Zapolskiy,BLR
93939,Fomino,BLR
93943,Ykhnovichskiy,BLR
93948,Osveyskiy,BLR
94016,Qubadli State Nature Sanctuary,AZE
94017,Gusar State Nature Sanctuary,AZE
94020,Ordubad State Nature Sanctuary,AZE
94067,Krkonošská rašeliništì,CZE
94072,Cepkeliai,LTU
94075,Nemunas Delta,LTU
94114,Llullaillaco,CHL
95209,Futaleufu,CHL
95326,Mokøady dolního Podyjí,CZE
95327,Tøeboòská rašeliništì,CZE
95349,Parc National du Diawling,MRT
95355,Orange River Mouth,NAM
95375,Tobol-Ishim Forest-steppe,RUS
95379,Torey Lakes,RUS
95386,Pskovsko-Chudskaya Lowland,RUS
95398,Reserve de Faune de Togodo,TGO
95476,Xingkaihu,CHN
95621,Qinglongshanshuiyuanlin,CHN
95641,Nongxinshuiyuanlin,CHN
95650,Nonghua,CHN
95742,Jinpingfenshuiling,CHN
95769,Tongbiguan,CHN
95784,Jiangcun,CHN
95785,Zhangmukouan,CHN
95865,Chunxiushuiyuanlin,CHN
95872,Gulongshanshuiyuanlin,CHN
95963,Jiejingkou,CHN
96118,Tashikuerganyeshengdongwu,CHN
96125,Buergenheli,CHN
96150,Niuluohe,CHN
97483,Ría Azul - Lago Escondido,ARG
97538,Guardaparque Horacio Foerster,ARG
98158,de Tumbes,PER
98183,Madidi,BOL
98228,Pucacuro,PER
99722,Luganskiy,UKR
99844,Altai tavan bogd,MNG
100018,Ile-Alatau State National Nature Park ,KAZ
100672,Ivvavik National Park Of Canada,CAN
100673,Vuntut National Park Of Canada,CAN
100764,Darien,COL
100798,Duna–Dráva Nemzeti Park,HUN
101130,Río Icabaru,VEN
101138,Cerro Ichum y Cerro Guanacoco,VEN
101140,Sierra Marutani,VEN
101147,Cerro Venamo,VEN
101149,Cerro Tamacuari y Serranía Tapirapecó,VEN
101342,Smolnitsa Maastikukaitseala,EST
101372,Väike-Palkna maastikukaitseala,EST
101424,Lugina e Valbones,ALB
101431,Maderas del Carmen,MEX
101442,Germenj-Shelegure,ALB
101457,Cañón de Santa Elena,MEX
101465,Bredhi i Sotires,ALB
101471,Lumi i Gashit,ALB
101592,Sadeth Naikrom  - Krom Luang Chumporn (South),THA
101593,Huai Thabthan-Had Samran,THA
101678,Skagit Valley Park,CAN
101830,Arazboyu State Nature Sanctuary,AZE
101855,Braslavskie Ozera,BLR
101859,Prostyr,BLR
101947,Ugam-Chatkal State National Nature Park,UZB
101968,Ruunaan luonnonsuojelualue,FIN
101969,Martinselkosen luonnonsuojelualue,FIN
102007,Juortanansalon-Lapinsuon soidensuojelualue (Ystävyyden p.),FIN
102020,Vieremänsuon soidensuojelualue,FIN
102025,Ruosmesuon-Hanhisuon soidensuojelualue,FIN
102163,Iiton Palsasuon soidensuojelualue,FIN
102217,La Berberia,HND
102224,Unteres Odertal,DEU
102241,Gottesheide mit Schloßsee und Lenzener See,DEU
102650,Sandgrube in Mäder,AUT
102687,Roßfeldstraße,AUT
102695,Salzachsee-Saalachspitz,AUT
102702,Siezenheimer-Au,AUT
102703,Irlacher Au,AUT
102736,Thayatal,AUT
102817,Naachtún - Dos Lagunas,GTM
102882,Blockheide-Eibenstein,AUT
102896,Untersberg,AUT
103151,Pyrénées [Aire D'Adhésion],FRA
103154,Mercantour [Aire D'Adhésion],FRA
103188,Streuewiesenbiotopverbund Rheintal - Walgau,AUT
103191,Hirschberg,AUT
103192,Kojen-Moos,AUT
103194,Rohrach,AUT
103197,Gsieg - Obere Mähder,AUT
103203,Matschels,AUT
103222,Jahnwald und Trattenwiesen,AUT
103282,"Tockenwiese in Aigen ""Höll""",AUT
103435,Sonntagshorn-West,AUT
103436,Winklmoos,AUT
103445,Unterer Inn,AUT
103552,Khingano-Arkharinskaya Lowland,RUS
103558,Zeya-Bureya Plains,RUS
103563,Angerner und Dürnkruter Marchschlingen,AUT
103564,Kleiner Breitensee,AUT
103575,Karlstifter Moore,AUT
103578,Thayatal,AUT
103581,Rabensburger Thaya-Auen,AUT
106658,Gößbachgraben,AUT
106711,Sixt-Passy,FRA
106720,Haute Chaîne Du Jura,FRA
106721,Vallée D'Eyne,FRA
106753,Montcenis Et Vallon De Savine,FRA
106757,"La Garonne, L'Ariège, L'Hers Vif Et Le Salat",FRA
106835,2002443 Drevfjällen,SWE
106837,2002448 Långfjället,SWE
106840,2001198 Hotagen,SWE
106841,2001193 Korallgrottan,SWE
106887,Babiogórski Park Narodowy z siedzibą w Zawoi,POL
106889,Park Narodowy Gór Stołowych,POL
106898,Cedyński Park Krajobrazowy,POL
106899,Dolina Dolnej Odry,POL
106909,Podlaski Przełom Bugu,POL
107017,"Sibinal (Canjulá, Tacaná, Los Maijones y Tocapote)",GTM
107153,Trifinio,GTM
107501,Área de Conservación Los Ojos 1 Fracciones A y B,MEX
107502,Área de Conservación Los Ojos 2 Fracciones C y D,MEX
107503,"Área de Conservación Los Ojos 3 Fracciones E, F, G, H, I",MEX
107569,Cañón del Usumacinta,MEX
107651,El Gancho Murillo,MEX
107806,Ocampo,MEX
108043,"Santuario del Manatí, Bahía de Chetumal",MEX
109002,Lagunas Altoandinas y Puneñas de Catamarca,ARG
109019,Grands affluents,COG
109022,Rhin supérieur / Oberrhein,FRA
109037,Niumi National Park,GMB
109069,Sistema de Humedales Remanentes del Delta del Río Colorado,MEX
109095,Rugezi-Bulera-Ruhondo,RWA
114979,Puszcza Białowieska,POL
115108,Las Głubczycki,POL
115143,Obszar Chronionego Krajobrazu Beskidu Niskiego,POL
115192,Wybrzeża Staropruskiego,POL
115223,Bajory,POL
115240,Bielinek,POL
115296,Vitanovo,BGR
115508,Dziki Kąt,POL
115707,Góra Gipsowa,POL
115769,Parque Estadual Serra Ricardo Franco,BRA
115952,Kopce,POL
116029,Kukle,POL
116044,Las Lipowy Obrożyska,POL
116065,Lasek Miejski nad Olzą,POL
116066,Lasek Miejski nad Puńcówką,POL
116170,Łęg Dębowy koło Janowa Podlaskiego,POL
116297,Vaca,BLZ
116329,Ndumu Game Reserve,ZAF
122864,Nad Młyńską Strugą,POL
122867,Niebieska Dolina,POL
122872,Nowa Morawa,POL
124022,Oszast,POL
124032,Pilsko,POL
124045,Pod Rysianką,POL
124068,Puszcza Śnieżnej Białki,POL
124114,Skarpa Jaksmanicka,POL
124157,Kozjanski park,SVN
124309,Gobiin baga /A/,MNG
124385,W-Arly-Pendjari Complex,BFA;NER;BEN
124388,Laponian Area,SWE
125857,Lundsneset,NOR
127792,Prespes,GRC
127825,Bahuaja - Sonene,PER
127876,Pasvik Nature Reserve,NOR
127885,Sapais de Castro Marim,PRT
127887,Lake Prespa,MKD
134944,Emajõe Suursoo Mire and Piirissaar Island,EST
134948,Nigula Nature Reserve,EST
142727,Rossmoerder,FRA
142741,Marais De Gué D'Hossus,FRA
142747,La Wantzenau,FRA
142774,Burdautien Lough,GBR
142782,Cuilcagh Mountain,GBR
142806,Finn Floods,GBR
142831,Killymackan Lough,GBR
142836,Knockballymore Lough,GBR
142844,Slieve Beagh,GBR
142854,Summerhill Lough,GBR
142862,Upper Lough Erne - Crom,GBR
142863,Upper Lough Erne - Galloon,GBR
142867,Moninea Bog,GBR
142872,Pettigoe Plateau,GBR
142963,Lizardoya,ESP
142965,Mendilaz,ESP
143000,Barsey Rhododendron,IND
143001,Kanchanjunga,NPL
143002,Manaslu,NPL
143012,Vale do Guadiana,PRT
145116,Raigardo kraštovaizdžio draustinis,LTU
145129,Vrsacke planine,SRB
145132,Sargan - Mokra Gora,SRB
145184,Starzyna,POL
145213,Śrubita,POL
145335,Wysokie Bagno,POL
145392,Boghaqar,ARM
145411,Kaljavica,SRB
145418,Stara Vraticna,SRB
145420,Radjenovci,SRB
145423,Majzecova basta,SRB
145426,Vinicna,SRB
145516,Okavango Delta System,BWA
145525,Humedal Caribe Noreste,CRI
145529,Baobolon Wetland Reserve,GMB
145532,Béda-Karapancsa,HUN
145533,Biharugra Fishponds,HUN
145538,Lake Chilwa,MWI
145539,Refugio de Vida Silvestre Los Guatuzos ,NIC
145547,Lago Titicaca (Peruvian sector),PER
145552,uKhahlamba-Drakensberg Park,ZAF
145553,Ndumo Game Reserve,ZAF
145590,Pyrénées - Mont Perdu,FRA;ESP
145817,Mongol Daguur (Mongolian Dauria),MNG
145822,Poiplie,SVK
145824,Wetlands of Orava Basin,SVK
145864,Tserabyazhova-Kaladnyanski,BLR
146287,Berastavitski,BLR
146298,Kanvelischski,BLR
146300,Kemelischski,BLR
146306,Paleski Radyaytsina-Ekalagichny,BLR
146312,Asintorf,BLR
146316,Chyrvony Bor,BLR
146603,Sin'sch,BLR
146616,Luís Honorio Rolón,ARG
146627,Kimbi-Fungom,CMR
146711,San Antonio,ARG
146754,Gajna,HRV
146755,Jelas polje,HRV
146758,Bara Dvorina,HRV
146766,"Les Grangettes (VD,VS)",CHE
146897,Cours Inférieur De La Moder,FRA
146898,Marais D'Altenstadt,FRA
146901,Cours Inférieur De La Lauter,FRA
146903,Plan D'Eau De Plobsheim,FRA
146938,"Rivières La Carança, La Tet Et De Maureillas",FRA
146967,Crêt Du Puits Et Teppes De La Repentance,FRA
146974,Petit Salève,FRA
147143,Marais Des Bidonnes,FRA
147144,Marais Des Broues,FRA
147145,L'Etournel,FRA
147151,Prairie Des Willemots,FRA
147176,Portions De La Rivière La Marche Et Du Ruisseau Des Paquis,FRA
147290,Ile Du Rohrschollen,FRA
147292,Delta De La Sauer,FRA
147523,Avesnois,FRA
147560,Malluste männikud,EST
147594,Baricovie luky,SVK
147622,Chvojnica,SVK
147625,Devinska lesostep,SVK
147645,Ivanske rameno,SVK
147658,Katovske rameno,SVK
147699,Milicska skala,SVK
147784,Vychylovske skalie,SVK
147806,Devinska hradna skala,SVK
147826,Milada,SVK
147827,Obrovska priepast,SVK
147852,Cenkov,SVK
147864,Dolny Les,SVK
147893,Jaraba skala,SVK
147899,Juranova dolina,SVK
147903,Kecovske skrapy,SVK
147911,Komarnicka jedlina,SVK
147914,Kotlovy zlab,SVK
147915,Leliansky les,SVK
147930,Maly Milic,SVK
147931,Maly Polom,SVK
147933,Pralesy Slovenska- Marocka hola,SVK
147945,Ostrov orliaka morskeho,SVK
147947,Palotska jedlina,SVK
147951,Plasa,SVK
147969,Rohacske plesa,SVK
147973,Rozok,SVK
147986,Somoska,SVK
147990,Stinska,SVK
148008,Velka Raca,SVK
148014,Velky Milic,SVK
148026,Poloniny,SVK
148036,Beskyd,SVK
148045,Bokrosske slanisko,SVK
148069,Cikovska,SVK
148083,Fialkova dolina,SVK
148093,Haburske raselinisko,SVK
148139,Kiarovsky mociar,SVK
148154,Kralova studna,SVK
148180,Mala Izra,SVK
148182,Male jazera,SVK
148203,Nebrova,SVK
148217,Pavlova,SVK
148225,Pod Crchlou,SVK
148231,Pod Fabiankou,SVK
148282,Sipkova,SVK
148293,Smatlave uhlisko,SVK
148296,Sokolia skala,SVK
148299,Stinska slatina,SVK
148321,Udava,SVK
148327,Velka Javorina,SVK
148330,Velke osturnianske jazero,SVK
148332,Velky Polom,SVK
148381,Fenek,SVK
148420,Stepnicke rameno,SVK
148457,Kraviansky park,SVK
148470,Strazsky park,SVK
148573,Krzesiński Park Krajobrazowy,POL
148574,Ujście Warty,POL
148579,Park Krajobrazowy Puszczy Rominckiej,POL
148580,Seldenhalde,CHE
148581,Rietheim-Koblenz,CHE
148582,Auenreste Klingnauer Stausee,CHE
148583,Eggrank-Thurspitz,CHE
148584,Rossgarten,CHE
148587,Haumättli,CHE
148591,Altenrhein,CHE
148691,Sagnes de la Burtignière,CHE
148721,Grand Bataillard,CHE
148734,Vallon de l'Allondon,CHE
148740,Vallon de la Laire,CHE
148741,Vers Vaux,CHE
148748,Madonna del Piano,CHE
148929,Les Chauchets,CHE
148937,Vers le Maix Rochat,CHE
148941,Marais de la Châtagne,CHE
148951,Tourbière près de la Cornée,CHE
149025,Mouille de la Vraconne,CHE
149035,Mouille au Sayet,CHE
149050,Les Araignys,CHE
149182,Sagnes de la Burtignière,CHE
149187,Bois du Carre,CHE
149194,Petits Plats,CHE
149231,La Trélasse,CHE
149260,Erbagni,CHE
149265,Alp Sura,CHE
149342,Le Bucley,CHE
149350,Oxefeld,CHE
149361,Grand Bataillard,CHE
149368,Palü Granda,CHE
149372,Prés de Villette,CHE
149375,Lac de Morgins,CHE
149383,L'Echereuse,CHE
149407,Pian Casoro,CHE
149408,Pre Murin,CHE
149409,Molino,CHE
149410,Colombera,CHE
149411,Pra Coltello,CHE
149412,Lischetto Fossèe Seseglio,CHE
149656,Termislehdon lehtojensuojelualue,FIN
149666,Elimyssalon luonnonsuojelualue (Ystävyyden puisto),FIN
149670,Ison-Palosen ja Maariansärkkien luonnonsuojelualue (Ystävyyden puisto),FIN
150274,KUUSINKIJOEN LUONNONSUOJELUALUE,FIN
151175,Vinnin lähdelehdon luonnonsuojelualue,FIN
151270,Labiaga,ESP
151318,Capçalera de l`Orlina,ESP
152567,2000857 Riekkola-Välivaara,SWE
152579,2002127 Ritamäki,SWE
153406,2012840 Juholajärvi-Maunokainen (Kuttainen FS),SWE
153422,2012820 Karungi by,SWE
153534,2012841 Niili Vuopio (Kuttainen FS),SWE
153735,2012839 Tervajärvi (Kuttainen FS),SWE
155377,Store Rekke,NOR
155407,Tranemosen,NOR
155533,Sylan,NOR
155582,Indre Iddefjord/Enningdalselva,NOR
155812,Særkilampi,NOR
155817,Skardmodalen,NOR
156439,Gaundalsmyra,NOR
156460,Hølvannet,NOR
156600,Skjeftkjølen,NOR
156696,Kirkeneshalvøya,NOR
160724,Bilyans'kiy lis,UKR
160728,Bistryaki,UKR
160769,Bug,UKR
160789,Cheremoskyi,UKR
160887,Fedorivka,UKR
160969,Ishivs'kiy,UKR
160997,Katina,UKR
161084,Krimok,UKR
161113,Kutne,UKR
161133,Lipine,UKR
161231,Miropil's'kiy,UKR
161243,Mokh,UKR
161253,Morogi,UKR
161272,Nadsans'ki,UKR
161305,"Oreza Simpol', Sv'yate ta prilegli bolota",UKR
161316,Ostriv,UKR
161369,Perebrodivs'kiy,UKR
161374,Petrivets'kiy,UKR
161384,Pischans'kiy,UKR
161394,Plavs'kiy,UKR
161428,Pribuzhzhya,UKR
161438,Pruts'ka Zaplava,UKR
161439,Prypiat-Stokhid,UKR
161467,Rivnens'kiy,UKR
161521,Shaligins'kiy,UKR
161564,Snov,UKR
161597,Staroguts'kiy,UKR
161599,Staromanzirs'kiy,UKR
161620,Stuzhitsya,UKR
161691,Urochische Dor,UKR
161696,Urochische Guline,UKR
161715,Urochische Stinka,UKR
161729,Ustiluz'kiy,UKR
161759,Verbivs'kiy,UKR
161767,Verkhnie-Dnistrovski Beskydy,UKR
161774,Vichivs'kiy,UKR
161813,Vovchans'kiy,UKR
161834,Yulivs'ka gora,UKR
161905,Zolotins'kiy,UKR
161907,Zubrovitsya,UKR
162134,Altwasser Goldscheuer,DEU
162199,NSG Ammeloer Venn,DEU
162241,Arnspitze,DEU
162254,Auäcker,DEU
162264,Auer Köpfle - Illinger Altrhein - Motherner Wörth,DEU
162370,NSG Bennekampshaar,DEU
162414,NSG Bildchen,DEU
162442,Bistaue - Landesgrenze,DEU
162481,Bodenseeufer (Gmk. Öhningen),DEU
162559,Bremengrund,DEU
162665,Buttenberghalde,DEU
162744,Die Ruthenstücker,DEU
162754,'NSG Diergardt''scher Wald',DEU
162782,Donauleiten von Passau bis Jochenstein,DEU
162801,Dreiländereck,DEU
162893,Eichwald mit Tzschetzschnower Schweiz und Steiler Wand,DEU
162925,NSG Ellewicker Feld,DEU
162928,NSG Elmpter Schwalmbruch,DEU
162940,NSG Emmericher Ward,DEU
163150,NSG Freyenter Wald,DEU
163162,Fröslev-Jardelunder Moor,DEU
163193,Galgenloch,DEU
163249,Gimpelfang,DEU
163281,Golm,DEU
163303,Gras-Seen,DEU
163426,Haardtrand - Am Hasenberg,DEU
163436,Haardtrand - Am Wachtberg,DEU
